period_end,fy,fp,form,filed,revenue,gross_profit,operating_income,net_income,eps_basic,eps_diluted,shares_diluted,rnd_expense,sga_expense,dep_amort,ocf,capex,cash_and_equiv,short_term_investments,long_term_debt,short_term_debt,total_assets,total_equity
2019-03-31,2019,Q1,10-Q,2019-04-29,4541464000,565743000,-521831000,-702135000,-4.1,-4.1,172989000,340174000,703929000,,-639606000,279932000,2198169000,,8650023000,1352596000,28912524000,4605596000
2019-06-30,2019,Q2,10-Q,2019-07-29,6349676000,921046000,-167458000,-408334000,-2.31,-2.31,176654000,323898000,647261000,,863606000,249677000,4954740000,,9905847000,1459828000,31872597000,5715393000
2019-09-30,2019,Q3,10-Q,2019-10-29,6303000000,1191000000,261000000,143000000,0.8,0.78,184000000,334000000,596000000,,756000000,385391000,5338000000,,10096000000,1643000000,32795000000,6040000000
2019-12-31,2019,Q4,10-K,2020-02-13,7384000000,1391000000,359000000,105000000,0.62,0.62,177000000,345000000,699000000,,1425000000,412000000,6268000000,,10402000000,1399000000,34309000000,6618000000
2020-03-31,2020,Q1,10-Q,2020-04-30,5985000000,1234000000,283000000,16000000,0.09,0.08,199000000,324000000,627000000,,-440000000,455000000,8080000000,,9479000000,2851000000,37250000000,9173000000
2020-06-30,2020,Q2,10-Q,2020-07-28,6036000000,1267000000,327000000,104000000,0.56,0.5,207000000,279000000,661000000,,964000000,546000000,8615000000,,9247000000,3317000000,38135000000,9855000000
2020-09-30,2020,Q3,10-Q,2020-10-26,8771000000,2063000000,809000000,331000000,0.32,0.27,1105000000,366000000,888000000,,2400000000,1005000000,14531000000,,9428000000,2766000000,45691000000,16031000000
2020-12-31,2020,Q4,10-K,2021-02-08,10744000000,2066000000,575000000,270000000,0.29,0.24,1083000000,522000000,969000000,,3019000000,1151000000,19384000000,,8462000000,1758000000,52148000000,22225000000
2021-03-31,2021,Q1,10-Q,2021-04-28,10389000000,2215000000,594000000,438000000,0.46,0.39,1133000000,666000000,1056000000,,1641000000,1348000000,17141000000,,8019000000,1415000000,52972000000,23017000000
2021-06-30,2021,Q2,10-Q,2021-07-27,11958000000,2884000000,1312000000,1142000000,1.18,1.02,1119000000,576000000,973000000,,2124000000,1505000000,16229000000,,6878000000,1082000000,55146000000,24804000000
2021-09-30,2021,Q3,10-Q,2021-10-25,13757000000,3660000000,2004000000,1618000000,1.62,1.44,1123000000,611000000,994000000,,3147000000,1819000000,16065000000,,5439000000,1207000000,57834000000,27053000000
2021-12-31,2021,Q4,10-K,2024-01-29,17719000000,4847000000,2613000000,2321000000,2.33,2.06,1129000000,740000000,1494000000,,4585000000,1810000000,17576000000,131000000,4254000000,1088000000,62131000000,30189000000
2022-03-31,2022,Q1,10-Q,2022-04-25,18756000000,5460000000,3603000000,3318000000,3.2,2.86,1157000000,865000000,992000000,,3995000000,1767000000,17505000000,,2253000000,1168000000,66038000000,34085000000
2022-06-30,2022,Q2,10-Q,2022-07-25,16934000000,4234000000,2464000000,2259000000,2.18,1.95,1155000000,667000000,961000000,,2351000000,1730000000,18324000000,,2095000000,1057000000,68513000000,36376000000
2022-09-30,2022,Q3,10-Q,2023-10-23,21454000000,5382000000,3688000000,3292000000,1.05,0.95,,733000000,961000000,,5100000000,1803000000,19532000000,,1418000000,979000000,74426000000,39851000000
2022-12-31,2022,Q4,10-K,2024-01-29,24318000000,5777000000,3901000000,3687000000,1.18,1.07,,810000000,1032000000,,3278000000,1858000000,16253000000,5932000000,1029000000,1016000000,82338000000,44704000000
2023-03-31,2023,Q1,10-Q,2024-04-24,23329000000,4511000000,2664000000,2513000000,0.8,0.73,,771000000,1076000000,,2513000000,2072000000,16048000000,6354000000,817000000,935000000,86833000000,48054000000
2023-06-30,2023,Q2,10-Q,2024-07-24,24927000000,4533000000,2399000000,2703000000,0.85,0.78,,943000000,1191000000,,3065000000,2060000000,15296000000,7779000000,504000000,1015000000,90591000000,51130000000
2023-09-30,2023,Q3,10-Q,2023-10-23,23350000000,4178000000,1764000000,1853000000,0.58,0.53,,1161000000,1253000000,,3308000000,2460000000,15932000000,10145000000,2152000000,1552000000,93941000000,53466000000
2023-12-31,2023,Q4,10-K,2024-01-29,25167000000,4438000000,2064000000,7928000000,2.5,2.27,,1094000000,1280000000,,4370000000,2306000000,16398000000,12696000000,2682000000,1975000000,106618000000,62634000000
2024-03-31,2024,Q1,10-Q,2024-04-24,21301000000,3696000000,1171000000,1129000000,0.37,0.34,,1151000000,1374000000,,242000000,2773000000,11805000000,15058000000,2739000000,2135000000,109226000000,64378000000
2024-06-30,2024,Q2,10-Q,2024-07-24,25500000000,4578000000,1605000000,1478000000,0.46,0.42,,1074000000,1277000000,,3612000000,2270000000,14635000000,16085000000,5338000000,2024000000,112832000000,66468000000
2024-09-30,2024,Q3,10-Q,2024-10-24,25182000000,4997000000,2717000000,2167000000,0.68,0.62,,1039000000,1186000000,,6255000000,3513000000,18111000000,15537000000,5275000000,2115000000,119852000000,69931000000
2024-12-31,2024,Q4,10-K,2025-01-30,25707000000,4179000000,1583000000,2317000000,0.72,0.66,,1276000000,1313000000,,4814000000,2783000000,16139000000,20424000000,5535000000,2343000000,122070000000,72913000000
2025-03-31,2025,Q1,10-Q,2025-04-23,19335000000,3153000000,399000000,409000000,0.13,0.12,,1409000000,1251000000,,2156000000,1492000000,16352000000,20644000000,5080000000,2164000000,125111000000,74653000000
2025-06-30,2025,Q2,10-Q,2025-07-24,22496000000,3878000000,923000000,1172000000,0.36,0.33,,1589000000,1366000000,,2540000000,2394000000,15587000000,21195000000,4994000000,1962000000,128567000000,77314000000
2025-09-30,2025,Q3,10-Q,2025-10-23,28095000000,5054000000,1624000000,1373000000,0.43,0.39,,1630000000,1562000000,,6238000000,2248000000,18289000000,23358000000,5609000000,1852000000,133735000000,79970000000
2025-12-31,2025,Q4,10-K,2026-01-29,24901000000,5009000000,1409000000,840000000,0.26,0.24,,1783000000,1655000000,,3813000000,2393000000,16513000000,27546000000,6584000000,1569000000,137806000000,82137000000
